sport_code,scope_type,scope_code,phase_code,goal_code,primary_template_category,session_block_order,priority_basis,rank_1_category,rank_1_weight,rank_2_category,rank_2_weight,rank_3_category,rank_3_weight,rank_4_category,rank_4_weight,rank_5_category,rank_5_weight,rank_6_category,rank_6_weight,rank_7_category,rank_7_weight,rank_8_category,rank_8_weight
cricket,role,batter,specific_preparation,strength_power,rotational_power,acceleration;reactive_agility;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;hamstring_capacity;repeated_high_intensity_ability,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",rotational_power,1.0,acceleration,0.8,maximum_strength,0.65,trunk_force_transfer,0.4,repeated_high_intensity_ability,0.4,reactive_agility,0.35,shoulder_capacity,0.35,hamstring_capacity,0.25
cricket,role,batter,specific_preparation,speed_movement,acceleration,acceleration;reactive_agility;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;hamstring_capacity;repeated_high_intensity_ability,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",acceleration,1.0,rotational_power,1.0,reactive_agility,0.6,trunk_force_transfer,0.4,repeated_high_intensity_ability,0.4,maximum_strength,0.35,shoulder_capacity,0.35,hamstring_capacity,0.25
cricket,role,batter,specific_preparation,conditioning,rotational_power,acceleration;reactive_agility;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;repeated_high_intensity_ability;aerobic_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",rotational_power,1.0,acceleration,0.8,repeated_high_intensity_ability,0.65,aerobic_capacity,0.55,trunk_force_transfer,0.4,reactive_agility,0.35,maximum_strength,0.35,shoulder_capacity,0.35
cricket,role,batter,competition,general_performance,rotational_power,acceleration;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;hamstring_capacity;repeated_high_intensity_ability;aerobic_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",rotational_power,0.95,acceleration,0.65,trunk_force_transfer,0.4,shoulder_capacity,0.35,repeated_high_intensity_ability,0.3,maximum_strength,0.25,hamstring_capacity,0.25,aerobic_capacity,0.25
cricket,role,batter,competition,strength_power,rotational_power,acceleration;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;hamstring_capacity;repeated_high_intensity_ability;aerobic_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",rotational_power,1.0,acceleration,0.65,maximum_strength,0.55,trunk_force_transfer,0.4,shoulder_capacity,0.35,repeated_high_intensity_ability,0.3,hamstring_capacity,0.25,aerobic_capacity,0.25
cricket,role,batter,competition,speed_movement,acceleration,acceleration;reactive_agility;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;hamstring_capacity;repeated_high_intensity_ability,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",acceleration,0.95,rotational_power,0.95,reactive_agility,0.45,trunk_force_transfer,0.4,shoulder_capacity,0.35,repeated_high_intensity_ability,0.3,maximum_strength,0.25,hamstring_capacity,0.25
cricket,role,batter,competition,conditioning,rotational_power,acceleration;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;hamstring_capacity;aerobic_capacity;repeated_high_intensity_ability,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",rotational_power,0.95,acceleration,0.65,aerobic_capacity,0.55,repeated_high_intensity_ability,0.55,trunk_force_transfer,0.4,shoulder_capacity,0.35,maximum_strength,0.25,hamstring_capacity,0.25
cricket,role,batter,transition,general_performance,rotational_power,acceleration;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;hamstring_capacity;aerobic_capacity;recovery_management,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",rotational_power,0.95,acceleration,0.65,trunk_force_transfer,0.4,maximum_strength,0.35,shoulder_capacity,0.35,aerobic_capacity,0.35,recovery_management,0.3,hamstring_capacity,0.25
cricket,role,batter,transition,strength_power,rotational_power,acceleration;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;hamstring_capacity;aerobic_capacity;recovery_management,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",rotational_power,1.0,acceleration,0.65,maximum_strength,0.65,trunk_force_transfer,0.4,shoulder_capacity,0.35,aerobic_capacity,0.35,recovery_management,0.3,hamstring_capacity,0.25
cricket,role,batter,transition,speed_movement,acceleration,acceleration;reactive_agility;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;aerobic_capacity;recovery_management,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",acceleration,0.95,rotational_power,0.95,reactive_agility,0.45,trunk_force_transfer,0.4,maximum_strength,0.35,shoulder_capacity,0.35,aerobic_capacity,0.35,recovery_management,0.3
cricket,role,batter,transition,conditioning,rotational_power,acceleration;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;aerobic_capacity;repeated_high_intensity_ability;recovery_management,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",rotational_power,0.95,acceleration,0.65,aerobic_capacity,0.65,trunk_force_transfer,0.4,maximum_strength,0.35,shoulder_capacity,0.35,repeated_high_intensity_ability,0.3,recovery_management,0.3
cricket,role,wicketkeeper,general_preparation,general_performance,reactive_agility,reactive_agility;acceleration;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;local_muscular_endurance;aerobic_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",reactive_agility,0.5,maximum_strength,0.5,local_muscular_endurance,0.5,rotational_power,0.45,trunk_force_transfer,0.45,shoulder_capacity,0.4,aerobic_capacity,0.4,acceleration,0.35
cricket,role,wicketkeeper,general_preparation,strength_power,maximum_strength,reactive_agility;acceleration;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;local_muscular_endurance;aerobic_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",maximum_strength,0.8,rotational_power,0.65,reactive_agility,0.5,local_muscular_endurance,0.5,trunk_force_transfer,0.45,shoulder_capacity,0.4,aerobic_capacity,0.4,acceleration,0.35
cricket,role,wicketkeeper,general_preparation,speed_movement,reactive_agility,reactive_agility;acceleration;deceleration;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;local_muscular_endurance,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",reactive_agility,0.75,acceleration,0.65,deceleration,0.55,maximum_strength,0.5,local_muscular_endurance,0.5,rotational_power,0.45,trunk_force_transfer,0.45,shoulder_capacity,0.4
cricket,role,wicketkeeper,general_preparation,conditioning,aerobic_capacity,reactive_agility;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;local_muscular_endurance;aerobic_capacity;repeated_high_intensity_ability,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",aerobic_capacity,0.7,repeated_high_intensity_ability,0.55,reactive_agility,0.5,maximum_strength,0.5,local_muscular_endurance,0.5,rotational_power,0.45,trunk_force_transfer,0.45,shoulder_capacity,0.4
cricket,role,wicketkeeper,specific_preparation,general_performance,reactive_agility,reactive_agility;acceleration;deceleration;rotational_power;maximum_strength;trunk_force_transfer;local_muscular_endurance;repeated_high_intensity_ability,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",reactive_agility,0.65,rotational_power,0.55,acceleration,0.5,deceleration,0.45,trunk_force_transfer,0.4,local_muscular_endurance,0.4,repeated_high_intensity_ability,0.4,maximum_strength,0.35
cricket,role,wicketkeeper,specific_preparation,strength_power,rotational_power,reactive_agility;acceleration;deceleration;rotational_power;maximum_strength;trunk_force_transfer;local_muscular_endurance;repeated_high_intensity_ability,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",rotational_power,0.75,reactive_agility,0.65,maximum_strength,0.65,acceleration,0.5,deceleration,0.45,trunk_force_transfer,0.4,local_muscular_endurance,0.4,repeated_high_intensity_ability,0.4
cricket,role,wicketkeeper,specific_preparation,speed_movement,reactive_agility,reactive_agility;acceleration;deceleration;rotational_power;maximum_strength;trunk_force_transfer;local_muscular_endurance;repeated_high_intensity_ability,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",reactive_agility,0.9,acceleration,0.8,deceleration,0.7,rotational_power,0.55,trunk_force_transfer,0.4,local_muscular_endurance,0.4,repeated_high_intensity_ability,0.4,maximum_strength,0.35
cricket,role,wicketkeeper,specific_preparation,conditioning,reactive_agility,reactive_agility;acceleration;deceleration;rotational_power;trunk_force_transfer;local_muscular_endurance;repeated_high_intensity_ability;aerobic_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",reactive_agility,0.65,repeated_high_intensity_ability,0.65,rotational_power,0.55,aerobic_capacity,0.55,acceleration,0.5,deceleration,0.45,trunk_force_transfer,0.4,local_muscular_endurance,0.4
cricket,role,wicketkeeper,competition,general_performance,reactive_agility,reactive_agility;acceleration;deceleration;rotational_power;trunk_force_transfer;shoulder_capacity;local_muscular_endurance;repeated_high_intensity_ability,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",reactive_agility,0.5,rotational_power,0.45,trunk_force_transfer,0.4,acceleration,0.35,shoulder_capacity,0.35,deceleration,0.3,local_muscular_endurance,0.3,repeated_high_intensity_ability,0.3
cricket,role,wicketkeeper,competition,strength_power,rotational_power,reactive_agility;acceleration;deceleration;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;local_muscular_endurance,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",rotational_power,0.65,maximum_strength,0.55,reactive_agility,0.5,trunk_force_transfer,0.4,acceleration,0.35,shoulder_capacity,0.35,deceleration,0.3,local_muscular_endurance,0.3
cricket,role,wicketkeeper,competition,speed_movement,reactive_agility,reactive_agility;acceleration;deceleration;rotational_power;trunk_force_transfer;shoulder_capacity;local_muscular_endurance;repeated_high_intensity_ability,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",reactive_agility,0.75,acceleration,0.65,deceleration,0.55,rotational_power,0.45,trunk_force_transfer,0.4,shoulder_capacity,0.35,local_muscular_endurance,0.3,repeated_high_intensity_ability,0.3
cricket,role,wicketkeeper,competition,conditioning,aerobic_capacity,reactive_agility;acceleration;deceleration;rotational_power;trunk_force_transfer;shoulder_capacity;aerobic_capacity;repeated_high_intensity_ability,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",aerobic_capacity,0.55,repeated_high_intensity_ability,0.55,reactive_agility,0.5,rotational_power,0.45,trunk_force_transfer,0.4,acceleration,0.35,shoulder_capacity,0.35,deceleration,0.3
cricket,role,wicketkeeper,transition,general_performance,reactive_agility,reactive_agility;acceleration;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;local_muscular_endurance;aerobic_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",reactive_agility,0.5,rotational_power,0.45,trunk_force_transfer,0.4,local_muscular_endurance,0.4,acceleration,0.35,maximum_strength,0.35,shoulder_capacity,0.35,aerobic_capacity,0.35
cricket,role,wicketkeeper,transition,strength_power,rotational_power,reactive_agility;acceleration;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;local_muscular_endurance;aerobic_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",rotational_power,0.65,maximum_strength,0.65,reactive_agility,0.5,trunk_force_transfer,0.4,local_muscular_endurance,0.4,acceleration,0.35,shoulder_capacity,0.35,aerobic_capacity,0.35
cricket,role,wicketkeeper,transition,speed_movement,reactive_agility,reactive_agility;acceleration;deceleration;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;local_muscular_endurance,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",reactive_agility,0.75,acceleration,0.65,deceleration,0.55,rotational_power,0.45,trunk_force_transfer,0.4,local_muscular_endurance,0.4,maximum_strength,0.35,shoulder_capacity,0.35
cricket,role,wicketkeeper,transition,conditioning,aerobic_capacity,reactive_agility;acceleration;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;local_muscular_endurance;aerobic_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",aerobic_capacity,0.65,reactive_agility,0.5,rotational_power,0.45,trunk_force_transfer,0.4,local_muscular_endurance,0.4,acceleration,0.35,maximum_strength,0.35,shoulder_capacity,0.35
cricket,role,pace_bowler,general_preparation,general_performance,hamstring_capacity,rotational_power;maximum_strength;hamstring_capacity;trunk_force_transfer;shoulder_capacity;calf_soleus_capacity;aerobic_capacity;speed_endurance,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",hamstring_capacity,0.8,trunk_force_transfer,0.75,shoulder_capacity,0.7,aerobic_capacity,0.7,maximum_strength,0.5,rotational_power,0.45,calf_soleus_capacity,0.45,speed_endurance,0.4
cricket,role,pace_bowler,general_preparation,strength_power,maximum_strength,rotational_power;maximum_strength;hamstring_capacity;trunk_force_transfer;shoulder_capacity;calf_soleus_capacity;aerobic_capacity;speed_endurance,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",maximum_strength,0.8,hamstring_capacity,0.8,trunk_force_transfer,0.75,shoulder_capacity,0.7,aerobic_capacity,0.7,rotational_power,0.65,calf_soleus_capacity,0.45,speed_endurance,0.4
cricket,role,pace_bowler,general_preparation,speed_movement,hamstring_capacity,acceleration;rotational_power;maximum_strength;hamstring_capacity;trunk_force_transfer;shoulder_capacity;aerobic_capacity;speed_endurance,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",hamstring_capacity,0.8,trunk_force_transfer,0.75,shoulder_capacity,0.7,aerobic_capacity,0.7,acceleration,0.65,speed_endurance,0.6,maximum_strength,0.5,rotational_power,0.45
cricket,role,pace_bowler,general_preparation,conditioning,aerobic_capacity,rotational_power;maximum_strength;hamstring_capacity;trunk_force_transfer;shoulder_capacity;calf_soleus_capacity;aerobic_capacity;repeated_high_intensity_ability,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",aerobic_capacity,1.0,hamstring_capacity,0.8,trunk_force_transfer,0.75,shoulder_capacity,0.7,repeated_high_intensity_ability,0.55,maximum_strength,0.5,rotational_power,0.45,calf_soleus_capacity,0.45
cricket,role,pace_bowler,specific_preparation,general_performance,hamstring_capacity,acceleration;rotational_power;hamstring_capacity;trunk_force_transfer;shoulder_capacity;calf_soleus_capacity;aerobic_capacity;speed_endurance,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",hamstring_capacity,0.75,trunk_force_transfer,0.7,shoulder_capacity,0.65,rotational_power,0.55,aerobic_capacity,0.55,acceleration,0.5,speed_endurance,0.5,calf_soleus_capacity,0.4
cricket,role,pace_bowler,specific_preparation,strength_power,rotational_power,acceleration;rotational_power;maximum_strength;hamstring_capacity;trunk_force_transfer;shoulder_capacity;aerobic_capacity;speed_endurance,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",rotational_power,0.75,hamstring_capacity,0.75,trunk_force_transfer,0.7,maximum_strength,0.65,shoulder_capacity,0.65,aerobic_capacity,0.55,acceleration,0.5,speed_endurance,0.5
cricket,role,pace_bowler,specific_preparation,speed_movement,acceleration,acceleration;rotational_power;hamstring_capacity;trunk_force_transfer;shoulder_capacity;calf_soleus_capacity;speed_endurance;aerobic_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",acceleration,0.8,hamstring_capacity,0.75,trunk_force_transfer,0.7,speed_endurance,0.7,shoulder_capacity,0.65,rotational_power,0.55,aerobic_capacity,0.55,calf_soleus_capacity,0.4
cricket,role,pace_bowler,specific_preparation,conditioning,aerobic_capacity,acceleration;rotational_power;hamstring_capacity;trunk_force_transfer;shoulder_capacity;aerobic_capacity;repeated_high_intensity_ability;speed_endurance,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",aerobic_capacity,0.85,hamstring_capacity,0.75,trunk_force_transfer,0.7,shoulder_capacity,0.65,repeated_high_intensity_ability,0.65,rotational_power,0.55,acceleration,0.5,speed_endurance,0.5
cricket,role,pace_bowler,competition,general_performance,hamstring_capacity,acceleration;rotational_power;hamstring_capacity;trunk_force_transfer;shoulder_capacity;calf_soleus_capacity;aerobic_capacity;speed_endurance,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",hamstring_capacity,0.75,trunk_force_transfer,0.7,shoulder_capacity,0.65,aerobic_capacity,0.55,rotational_power,0.45,calf_soleus_capacity,0.4,speed_endurance,0.4,acceleration,0.35
cricket,role,pace_bowler,competition,strength_power,hamstring_capacity,rotational_power;maximum_strength;hamstring_capacity;trunk_force_transfer;shoulder_capacity;calf_soleus_capacity;aerobic_capacity;speed_endurance,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",hamstring_capacity,0.75,trunk_force_transfer,0.7,rotational_power,0.65,shoulder_capacity,0.65,maximum_strength,0.55,aerobic_capacity,0.55,calf_soleus_capacity,0.4,speed_endurance,0.4
cricket,role,pace_bowler,competition,speed_movement,hamstring_capacity,acceleration;rotational_power;hamstring_capacity;trunk_force_transfer;shoulder_capacity;calf_soleus_capacity;speed_endurance;aerobic_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",hamstring_capacity,0.75,trunk_force_transfer,0.7,acceleration,0.65,shoulder_capacity,0.65,speed_endurance,0.6,aerobic_capacity,0.55,rotational_power,0.45,calf_soleus_capacity,0.4
cricket,role,pace_bowler,competition,conditioning,aerobic_capacity,rotational_power;hamstring_capacity;trunk_force_transfer;shoulder_capacity;calf_soleus_capacity;aerobic_capacity;repeated_high_intensity_ability;speed_endurance,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",aerobic_capacity,0.85,hamstring_capacity,0.75,trunk_force_transfer,0.7,shoulder_capacity,0.65,repeated_high_intensity_ability,0.55,rotational_power,0.45,calf_soleus_capacity,0.4,speed_endurance,0.4
cricket,role,pace_bowler,transition,general_performance,hamstring_capacity,acceleration;rotational_power;hamstring_capacity;trunk_force_transfer;shoulder_capacity;calf_soleus_capacity;aerobic_capacity;speed_endurance,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",hamstring_capacity,0.75,trunk_force_transfer,0.7,shoulder_capacity,0.65,aerobic_capacity,0.65,rotational_power,0.45,calf_soleus_capacity,0.4,speed_endurance,0.4,acceleration,0.35
cricket,role,pace_bowler,transition,strength_power,hamstring_capacity,rotational_power;maximum_strength;hamstring_capacity;trunk_force_transfer;shoulder_capacity;calf_soleus_capacity;aerobic_capacity;speed_endurance,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",hamstring_capacity,0.75,trunk_force_transfer,0.7,rotational_power,0.65,maximum_strength,0.65,shoulder_capacity,0.65,aerobic_capacity,0.65,calf_soleus_capacity,0.4,speed_endurance,0.4
cricket,role,pace_bowler,transition,speed_movement,hamstring_capacity,acceleration;rotational_power;hamstring_capacity;trunk_force_transfer;shoulder_capacity;calf_soleus_capacity;aerobic_capacity;speed_endurance,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",hamstring_capacity,0.75,trunk_force_transfer,0.7,acceleration,0.65,shoulder_capacity,0.65,aerobic_capacity,0.65,speed_endurance,0.6,rotational_power,0.45,calf_soleus_capacity,0.4
cricket,role,pace_bowler,transition,conditioning,aerobic_capacity,acceleration;rotational_power;hamstring_capacity;trunk_force_transfer;shoulder_capacity;calf_soleus_capacity;aerobic_capacity;speed_endurance,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",aerobic_capacity,0.95,hamstring_capacity,0.75,trunk_force_transfer,0.7,shoulder_capacity,0.65,rotational_power,0.45,calf_soleus_capacity,0.4,speed_endurance,0.4,acceleration,0.35
cricket,role,spin_bowler,general_preparation,general_performance,rotational_power,acceleration;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;hamstring_capacity;aerobic_capacity;repeated_high_intensity_ability,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",rotational_power,0.85,trunk_force_transfer,0.85,shoulder_capacity,0.7,maximum_strength,0.5,aerobic_capacity,0.4,acceleration,0.35,hamstring_capacity,0.3,repeated_high_intensity_ability,0.3
cricket,role,spin_bowler,general_preparation,strength_power,rotational_power,acceleration;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;hamstring_capacity;aerobic_capacity;repeated_high_intensity_ability,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",rotational_power,1.0,trunk_force_transfer,0.85,maximum_strength,0.8,shoulder_capacity,0.7,aerobic_capacity,0.4,acceleration,0.35,hamstring_capacity,0.3,repeated_high_intensity_ability,0.3
cricket,role,spin_bowler,general_preparation,speed_movement,rotational_power,acceleration;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;hamstring_capacity;aerobic_capacity;repeated_high_intensity_ability,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",rotational_power,0.85,trunk_force_transfer,0.85,shoulder_capacity,0.7,acceleration,0.65,maximum_strength,0.5,aerobic_capacity,0.4,hamstring_capacity,0.3,repeated_high_intensity_ability,0.3
cricket,role,spin_bowler,general_preparation,conditioning,rotational_power,acceleration;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;hamstring_capacity;aerobic_capacity;repeated_high_intensity_ability,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",rotational_power,0.85,trunk_force_transfer,0.85,shoulder_capacity,0.7,aerobic_capacity,0.7,repeated_high_intensity_ability,0.55,maximum_strength,0.5,acceleration,0.35,hamstring_capacity,0.3
cricket,role,spin_bowler,specific_preparation,general_performance,rotational_power,acceleration;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;hamstring_capacity;repeated_high_intensity_ability;aerobic_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",rotational_power,0.95,trunk_force_transfer,0.8,shoulder_capacity,0.65,acceleration,0.5,repeated_high_intensity_ability,0.4,maximum_strength,0.35,hamstring_capacity,0.25,aerobic_capacity,0.25
cricket,role,spin_bowler,specific_preparation,strength_power,rotational_power,acceleration;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;hamstring_capacity;repeated_high_intensity_ability;aerobic_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",rotational_power,1.0,trunk_force_transfer,0.8,maximum_strength,0.65,shoulder_capacity,0.65,acceleration,0.5,repeated_high_intensity_ability,0.4,hamstring_capacity,0.25,aerobic_capacity,0.25
cricket,role,spin_bowler,specific_preparation,speed_movement,rotational_power,acceleration;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;hamstring_capacity;repeated_high_intensity_ability;aerobic_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",rotational_power,0.95,acceleration,0.8,trunk_force_transfer,0.8,shoulder_capacity,0.65,repeated_high_intensity_ability,0.4,maximum_strength,0.35,hamstring_capacity,0.25,aerobic_capacity,0.25
cricket,role,spin_bowler,specific_preparation,conditioning,rotational_power,acceleration;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;hamstring_capacity;repeated_high_intensity_ability;aerobic_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",rotational_power,0.95,trunk_force_transfer,0.8,shoulder_capacity,0.65,repeated_high_intensity_ability,0.65,aerobic_capacity,0.55,acceleration,0.5,maximum_strength,0.35,hamstring_capacity,0.25
cricket,role,spin_bowler,competition,general_performance,rotational_power,acceleration;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;hamstring_capacity;repeated_high_intensity_ability;aerobic_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",rotational_power,0.85,trunk_force_transfer,0.8,shoulder_capacity,0.65,acceleration,0.35,repeated_high_intensity_ability,0.3,maximum_strength,0.25,hamstring_capacity,0.25,aerobic_capacity,0.25
cricket,role,spin_bowler,competition,strength_power,rotational_power,acceleration;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;hamstring_capacity;repeated_high_intensity_ability;aerobic_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",rotational_power,1.0,trunk_force_transfer,0.8,shoulder_capacity,0.65,maximum_strength,0.55,acceleration,0.35,repeated_high_intensity_ability,0.3,hamstring_capacity,0.25,aerobic_capacity,0.25
cricket,role,spin_bowler,competition,speed_movement,rotational_power,acceleration;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;hamstring_capacity;repeated_high_intensity_ability;aerobic_capacity,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",rotational_power,0.85,trunk_force_transfer,0.8,acceleration,0.65,shoulder_capacity,0.65,repeated_high_intensity_ability,0.3,maximum_strength,0.25,hamstring_capacity,0.25,aerobic_capacity,0.25
cricket,role,spin_bowler,competition,conditioning,rotational_power,acceleration;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;hamstring_capacity;aerobic_capacity;repeated_high_intensity_ability,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",rotational_power,0.85,trunk_force_transfer,0.8,shoulder_capacity,0.65,aerobic_capacity,0.55,repeated_high_intensity_ability,0.55,acceleration,0.35,maximum_strength,0.25,hamstring_capacity,0.25
cricket,role,spin_bowler,transition,general_performance,rotational_power,acceleration;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;hamstring_capacity;aerobic_capacity;recovery_management,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",rotational_power,0.85,trunk_force_transfer,0.8,shoulder_capacity,0.65,acceleration,0.35,maximum_strength,0.35,aerobic_capacity,0.35,recovery_management,0.3,hamstring_capacity,0.25
cricket,role,spin_bowler,transition,strength_power,rotational_power,acceleration;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;hamstring_capacity;aerobic_capacity;recovery_management,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",rotational_power,1.0,trunk_force_transfer,0.8,maximum_strength,0.65,shoulder_capacity,0.65,acceleration,0.35,aerobic_capacity,0.35,recovery_management,0.3,hamstring_capacity,0.25
cricket,role,spin_bowler,transition,speed_movement,rotational_power,acceleration;rotational_power;maximum_strength;trunk_force_transfer;shoulder_capacity;hamstring_capacity;aerobic_capacity;recovery_management,"ordinal evidence-informed retrieval weighting; athlete deficits, schedule, safety and external load may lower or omit a category",rotational_power,0.85,trunk_force_transfer,0.8,acceleration,0.65,shoulder_capacity,0.65,maximum_strength,0.35,aerobic_capacity,0.35,recovery_management,0.3,hamstring_capacity,0.25
