source_id,exercise_name,code,aliases,type,movement_pattern,primary_quality,secondary_qualities,training_role,primary_muscles,secondary_muscles,equipment,environments,minimum_level,technical_cost,impact_cost,fatigue_cost,supervision_required,dose_units,instructions,coaching_cues,common_mistakes,safety_stop_conditions,progressions,regressions,substitutions,catalogue_scope,generator_eligible,approval_status,approved_by,approval_scope
REV-034,Leg Extension,leg_extension,,exercise,knee_extension,maximum_strength,,primary,quadriceps,,machine,gym,beginner,1,1,2,no,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,Align machine axis with knee. Secure the thigh pad. Extend smoothly.,Align machine axis with knee. Secure the thigh pad. Extend smoothly.,Using momentum. Letting hips lift. Setting pad too high on the shin.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: Open-chain knee extension is painful. Machine alignment cannot be set correctly. Heavy lockout aggravates symptoms.",single_leg_leg_press,,leg_press,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
EXT-034,Overcoming Split-Squat Push,overcoming_split_squat_push,,isometric,split_squat_overcoming_isometric,isometric_force_capacity,maximum_strength;acceleration,primary,quadriceps;glutes;adductors,trunk;supporting musculature,immovable_bar;power_rack,gym,intermediate,5,1,4,yes,sets;duration_seconds;effort_rpe;joint_position;recovery_seconds,Assume a reviewed split stance beneath an immovable bar or support and push maximally without changing position.,Stable feet. Brace first. Push hard without rising.,Insecure setup. Painful joint angle. Shifting stance or twisting under effort.,"Stop for pain, dizziness, chest pain, unusual breathlessness, neurological symptoms, loss of balance, acute illness, unsafe conditions, or clear loss of controlled technique. Requires a secure immovable setup and reviewed joint position.",,,overcoming_mid_thigh_pull;spanish_squat_hold,template_required_extension,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
EXT-035,Run-Walk Intervals,run_walk_intervals,,conditioning_modality,intermittent_running,aerobic_capacity,recovery_capacity,primary,cardiorespiratory_system;whole_body,trunk;supporting musculature,timer;safe_route,road;track;field;treadmill,beginner,1,2,2,no,sets;repetitions;duration_seconds;duration_minutes;distance_m;distance_km;intensity_system;pace;heart_rate_zone;power_watts;recovery_seconds;set_recovery_seconds,"Alternate prescribed easy running and walking bouts, keeping effort conversational and finishing before form deteriorates.","Easy means easy. Walk early, not after failure. Keep the same safe route.",Running bouts too hard. Removing walk recoveries prematurely. Increasing duration and speed together.,"Stop for pain, dizziness, chest pain, unusual breathlessness, neurological symptoms, loss of balance, acute illness, unsafe conditions, or clear loss of controlled technique. End the interval set when output falls beyond the prescribed limit or the athlete cannot maintain the intended intensity domain.",,,easy_continuous_cycle;easy_continuous_run,template_required_extension,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-035,Standing Calf Raise,standing_calf_raise,,exercise,calf_raise,calf_soleus_capacity,mobility_preparation;maximum_strength;local_muscular_endurance,capacity,calves;soleus,tibialis_anterior,machine;dumbbells;smith_machine,gym,beginner,1,1,2,no,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,Use full stretch and full raise. Keep knees softly straight. Pause at the top.,Use full stretch and full raise. Keep knees softly straight. Pause at the top.,Bouncing from the Achilles. Partial range only. Rolling ankles outward.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: Achilles pain worsens. The athlete cannot control the bottom stretch. Balance is unsafe with free weights.",single_leg_calf_raise,,seated_calf_raise,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
EXT-036,Easy Continuous Run,easy_continuous_run,,conditioning_modality,continuous_running,aerobic_capacity,recovery_capacity,primary,cardiorespiratory_system;whole_body,trunk;supporting musculature,safe_route_or_treadmill,road;track;field;treadmill,beginner,1,2,2,no,sets;repetitions;duration_seconds;duration_minutes;distance_m;distance_km;intensity_system;pace;heart_rate_zone;power_watts;recovery_seconds;set_recovery_seconds,Run continuously at an easy talk-test or prescribed low-intensity zone on a safe route.,Relaxed rhythm. Full sentences. Finish with reserve.,Moderate-hard drift. Chasing pace in heat or hills. Extending duration despite pain.,"Stop for pain, dizziness, chest pain, unusual breathlessness, neurological symptoms, loss of balance, acute illness, unsafe conditions, or clear loss of controlled technique. End the interval set when output falls beyond the prescribed limit or the athlete cannot maintain the intended intensity domain.",,low_impact_recovery_session,run_walk_intervals,template_required_extension,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-036,Seated Calf Raise,seated_calf_raise,,exercise,calf_raise,calf_soleus_capacity,mobility_preparation;maximum_strength;local_muscular_endurance,capacity,soleus,calves,machine;dumbbells;plates,gym,beginner,1,1,2,no,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,Set knees around 90 degrees. Let heels drop with control. Raise through big toe and second toe.,Set knees around 90 degrees. Let heels drop with control. Raise through big toe and second toe.,Short range. Bouncing at the bottom. Feet turning out excessively.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: Machine pressure irritates knees. Achilles symptoms flare in stretch. The athlete cannot control ankle alignment.",,,tibialis_raise;standing_calf_raise;single_leg_calf_raise,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
EXT-037,Long Aerobic Run,long_aerobic_run,,conditioning_modality,long_continuous_running,aerobic_capacity,local_muscular_endurance;recovery_capacity,primary,cardiorespiratory_system;whole_body,trunk;supporting musculature,safe_route;hydration_as_needed,road;track;trail_supported,intermediate,2,3,4,no,sets;repetitions;duration_seconds;duration_minutes;distance_m;distance_km;intensity_system;pace;heart_rate_zone;power_watts;recovery_seconds;set_recovery_seconds,"Run at a controlled easy intensity for the prescribed duration, using an established history-based long-run progression.",Start easier than expected. Fuel and hydrate to plan. Keep late pace controlled.,"Large duration jump. Turning the finish into a race. Ignoring heat, terrain or fueling needs.","Stop for pain, dizziness, chest pain, unusual breathlessness, neurological symptoms, loss of balance, acute illness, unsafe conditions, or clear loss of controlled technique. End the interval set when output falls beyond the prescribed limit or the athlete cannot maintain the intended intensity domain. Long duration requires prior training history and environmental planning.",,,easy_continuous_cycle;easy_continuous_run,template_required_extension,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-037,Single-Leg Calf Raise,single_leg_calf_raise,,exercise,single_leg_plantar_flexion,calf_soleus_capacity,mobility_preparation,capacity,calves;soleus,tibialis_anterior,bench;dumbbells,gym;home,intermediate,1,1,3,no,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,Use support for balance if needed. Rise through the first two toes. Control the stretch.,Use support for balance if needed. Rise through the first two toes. Control the stretch.,Twisting the foot. Bouncing. Shrinking range as reps continue.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: Balance makes reps unsafe. Achilles symptoms flare. The athlete cannot maintain foot tripod.",,seated_calf_raise,tibialis_raise;standing_calf_raise,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
EXT-038,Steady/Tempo Run,steady_tempo_run,,conditioning_modality,continuous_moderate_running,threshold_capacity,aerobic_capacity,primary,cardiorespiratory_system;whole_body,trunk;supporting musculature,safe_route_or_treadmill,road;track;treadmill,beginner,2,2,3,no,sets;repetitions;duration_seconds;duration_minutes;distance_m;distance_km;intensity_system;pace;heart_rate_zone;power_watts;recovery_seconds;set_recovery_seconds,"Run continuously at a controlled steady intensity below all-out effort, using the prescribed RPE or validated pace anchor.",Controlled pressure. Even effort. Stop before racing.,Starting at threshold or faster. Pace chasing on hills. Unplanned progression to exhaustion.,"Stop for pain, dizziness, chest pain, unusual breathlessness, neurological symptoms, loss of balance, acute illness, unsafe conditions, or clear loss of controlled technique. End the interval set when output falls beyond the prescribed limit or the athlete cannot maintain the intended intensity domain.",,easy_continuous_run,cycling_threshold_intervals;threshold_run_intervals,template_required_extension,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-038,Tibialis Raise,tibialis_raise,,exercise,ankle_dorsiflexion,calf_soleus_capacity,mobility_preparation,capacity,tibialis_anterior,toe_extensors,machine,gym,beginner,1,1,3,no,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,Keep heels planted. Lift the forefoot through a controlled range. Pause briefly without rocking the whole body.,Keep heels planted. Lift the forefoot through a controlled range. Pause briefly without rocking the whole body.,Bouncing. Shifting the hips to create range. Progressing load faster than the front of the shin tolerates.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: Direct sport-injury prevention is not established. Progress volume gradually and modify for acute anterior-ankle pain or worsening shin symptoms.",single_leg_calf_raise;box_jump,seated_calf_raise,seated_calf_raise;standing_calf_raise,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-039,Negative Push-Up,negative_push_up,,exercise,horizontal_push,maximum_strength,eccentric_capacity;trunk_force_transfer,primary,chest;triceps;anterior_deltoids,trunk;serratus_anterior,bodyweight,field;gym;home,beginner,1,1,3,no,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,Start in a strong plank. Lower slower than a normal push-up. Keep elbows controlled and body tension high.,Start in a strong plank. Lower slower than a normal push-up. Keep elbows controlled and body tension high.,Dropping quickly to the floor. Letting hips sag. Losing elbow control.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: Shoulder pain at bottom range. Wrist pain without modification.",,,push_up,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
EXT-039,Threshold Running Intervals,threshold_run_intervals,,conditioning_modality,running_intervals,threshold_capacity,aerobic_capacity,primary,cardiorespiratory_system;whole_body,trunk;supporting musculature,timer;safe_route_or_track,road;track;treadmill,intermediate,2,3,4,no,sets;repetitions;duration_seconds;duration_minutes;distance_m;distance_km;intensity_system;pace;heart_rate_zone;power_watts;recovery_seconds;set_recovery_seconds,Complete controlled work intervals near the validated threshold anchor with prescribed easy recoveries and stable output.,"Settle early. Repeat, do not race. Keep the final interval comparable.",Using guessed pace as exact truth. First repetition too fast. Shortening recovery to increase difficulty.,"Stop for pain, dizziness, chest pain, unusual breathlessness, neurological symptoms, loss of balance, acute illness, unsafe conditions, or clear loss of controlled technique. End the interval set when output falls beyond the prescribed limit or the athlete cannot maintain the intended intensity domain.",,,cycling_threshold_intervals,template_required_extension,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
EXT-040,Long Aerobic-Power Intervals,long_aerobic_power_intervals,,conditioning_modality,long_high_intensity_intervals,high_intensity_aerobic_power,aerobic_capacity,primary,cardiorespiratory_system;whole_body,trunk;supporting musculature,timer;mode_specific_equipment,field;track;road;treadmill;gym,intermediate,2,3,4,no,sets;repetitions;duration_seconds;duration_minutes;distance_m;distance_km;intensity_system;pace;heart_rate_zone;power_watts;recovery_seconds;set_recovery_seconds,Perform 2–5 minute high-aerobic intervals at the prescribed mode-specific anchor with sufficient recovery to keep output inside range.,Hard but repeatable. Match the target. Protect the final interval.,All-out first repetition. Unregistered intensity anchor. Continuing through excessive output loss.,"Stop for pain, dizziness, chest pain, unusual breathlessness, neurological symptoms, loss of balance, acute illness, unsafe conditions, or clear loss of controlled technique. End the interval set when output falls beyond the prescribed limit or the athlete cannot maintain the intended intensity domain.",,,cycling_aerobic_power_intervals;shuttle_aerobic_power_intervals,template_required_extension,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-040,Push-Up,push_up,,exercise,horizontal_push,maximum_strength,trunk_force_transfer,primary,chest;triceps;anterior_deltoids,trunk;serratus_anterior;quadriceps,bodyweight,field;gym;home,beginner,1,1,3,no,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,Set hands around shoulder width and brace like a plank. Lower with control while keeping elbows close enough to stay strong. Keep the forearm close to vertical near the bottom.,Set hands around shoulder width and brace like a plank. Lower with control while keeping elbows close enough to stay strong. Keep the forearm close to vertical near the bottom.,Relying too much on shoulders. Letting the chest or hips collapse. Flaring elbows excessively.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: Painful shoulder range. Wrist pain without handles or incline option.",,,negative_push_up,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-041,Dumbbell Floor Press,dumbbell_floor_press,,exercise,horizontal_push,maximum_strength,shoulder_capacity,primary,chest;triceps,shoulders;rotator_cuff,dumbbells,field;gym;home,beginner,1,1,3,no,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,Start with upper arms on the floor and forearms vertical. Press dumbbells straight up without shrugging. Lower until triceps touch lightly before the next rep.,Start with upper arms on the floor and forearms vertical. Press dumbbells straight up without shrugging. Lower until triceps touch lightly before the next rep.,Resting completely between reps without tension. Letting elbows flare wide. Rolling wrists inward or outward under load.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: Getting up and down from the floor is not tolerated. Elbow contact with the floor is painful.",dumbbell_bench_press,,neutral_grip_dumbbell_bench_press;machine_chest_press;cable_chest_press,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
EXT-041,Short Aerobic-Power Intervals,short_aerobic_power_intervals,,conditioning_modality,short_high_intensity_intervals,high_intensity_aerobic_power,aerobic_capacity,primary,cardiorespiratory_system;whole_body,trunk;supporting musculature,timer;mode_specific_equipment,field;track;road;treadmill;gym,beginner,2,2,3,no,sets;repetitions;duration_seconds;duration_minutes;distance_m;distance_km;intensity_system;pace;heart_rate_zone;power_watts;recovery_seconds;set_recovery_seconds,"Repeat short hard bouts with prescribed recovery, accumulating high-aerobic work without turning every effort into a maximal sprint.",Hard and repeatable. Stay on the clock. Preserve movement quality.,Confusing with sprint training. Too little recovery. Adding repetitions after form or output fails.,"Stop for pain, dizziness, chest pain, unusual breathlessness, neurological symptoms, loss of balance, acute illness, unsafe conditions, or clear loss of controlled technique. End the interval set when output falls beyond the prescribed limit or the athlete cannot maintain the intended intensity domain.",,,cycling_aerobic_power_intervals;long_aerobic_power_intervals,template_required_extension,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-042,Barbell Bench Press,barbell_bench_press,,exercise,horizontal_push,maximum_strength,,primary,chest;triceps;shoulders,lats;upper_back,barbell;bench;squat_rack;plates,gym,intermediate,3,1,3,yes,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,Set shoulder blades down and back before unracking. Keep wrists stacked over elbows and press the bar in a controlled path. Use a stable foot position and maintain whole-body tension.,Set shoulder blades down and back before unracking. Keep wrists stacked over elbows and press the bar in a controlled path. Use a stable foot position and maintain whole-body tension.,Flaring elbows aggressively at the bottom. Losing scapular position or bouncing off the chest. Letting wrists fold back under load.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: Current chest, shoulder, elbow, or wrist pain that worsens with pressing. Inability to control the bottom position without compensation. No spotter or safety setup is available for challenging loads.",,dumbbell_bench_press;machine_chest_press,dumbbell_bench_press;machine_chest_press,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
EXT-042,Shuttle Aerobic-Power Intervals,shuttle_aerobic_power_intervals,,conditioning_modality,shuttle_running_intervals,high_intensity_aerobic_power,change_of_direction;repeated_high_intensity_ability,primary,cardiorespiratory_system;whole_body,trunk;supporting musculature,cones;timer,field;court,intermediate,3,3,4,no,sets;repetitions;duration_seconds;duration_minutes;distance_m;distance_km;intensity_system;pace;heart_rate_zone;power_watts;recovery_seconds;set_recovery_seconds,"Run prescribed shuttle bouts at controlled high-aerobic effort, using known turn technique and enough recovery to maintain the target.","Control the turns. Even work bouts. Conditioning, not max sprinting.",Too-sharp turns for level. Racing early. Ignoring accumulated COD load.,"Stop for pain, dizziness, chest pain, unusual breathlessness, neurological symptoms, loss of balance, acute illness, unsafe conditions, or clear loss of controlled technique. End the interval set when output falls beyond the prescribed limit or the athlete cannot maintain the intended intensity domain. Count direction-change load and do not use when braking competence or surface safety is inadequate.",,,cycling_aerobic_power_intervals;long_aerobic_power_intervals,template_required_extension,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-043,Dumbbell Bench Press,dumbbell_bench_press,,exercise,horizontal_push,maximum_strength,shoulder_capacity,primary,chest;triceps;shoulders,rotator_cuff,dumbbells;bench,gym;home,intermediate,1,1,3,no,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,Set the dumbbells over the elbows before the first rep. Lower until upper arms are controlled below or near torso level. Press without letting the dumbbells collide at the top.,Set the dumbbells over the elbows before the first rep. Lower until upper arms are controlled below or near torso level. Press without letting the dumbbells collide at the top.,Dropping too deep and losing shoulder position. Letting one dumbbell drift ahead of the other. Failing to control the setup and exit from the bench.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: Current chest, shoulder, elbow, or wrist pain that worsens with pressing. Inability to control the bottom position without compensation. The athlete cannot safely get dumbbells into position.",,machine_chest_press;dumbbell_floor_press,barbell_bench_press;cable_chest_press;machine_chest_press,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
EXT-043,Maximal Short Sprint Repeats,maximal_short_sprint_repeats,,conditioning_modality,maximal_short_efforts,anaerobic_power,acceleration;speed_endurance,primary,cardiorespiratory_system;whole_body,trunk;supporting musculature,timer;safe_lane,track;field;court;cycle_ergometer,intermediate,4,3,4,no,sets;repetitions;duration_seconds;duration_minutes;distance_m;distance_km;intensity_system;pace;heart_rate_zone;power_watts;recovery_seconds;set_recovery_seconds,"Perform very short maximal or near-maximal efforts with long recovery, ending the set before meaningful output decline.","Explode, then recover fully. Every repetition is quality.",Short recovery. Excess volume. Confusing power with fatigue tolerance.,"Stop for pain, dizziness, chest pain, unusual breathlessness, neurological symptoms, loss of balance, acute illness, unsafe conditions, or clear loss of controlled technique. End the interval set when output falls beyond the prescribed limit or the athlete cannot maintain the intended intensity domain.",,,cycling_sprint_repeats,template_required_extension,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
EXT-044,Anaerobic-Capacity Intervals,anaerobic_capacity_intervals,,conditioning_modality,severe_short_intervals,anaerobic_capacity,anaerobic_power,primary,cardiorespiratory_system;whole_body,trunk;supporting musculature,timer;mode_specific_equipment,track;field;gym;pool,beginner,3,3,5,no,sets;repetitions;duration_seconds;duration_minutes;distance_m;distance_km;intensity_system;pace;heart_rate_zone;power_watts;recovery_seconds;set_recovery_seconds,"Complete severe but bounded intervals with the prescribed work-to-recovery ratio, stopping when output loss exceeds the template limit.","Hard, controlled start. Respect recovery. Finish within the output boundary.",All-out pacing when not prescribed. Adding rounds after severe decline. Mixing with another hard conditioning block.,"Stop for pain, dizziness, chest pain, unusual breathlessness, neurological symptoms, loss of balance, acute illness, unsafe conditions, or clear loss of controlled technique. End the interval set when output falls beyond the prescribed limit or the athlete cannot maintain the intended intensity domain.",,steady_tempo_run,swimming_anaerobic_capacity_set,template_required_extension,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-044,Incline Dumbbell Bench Press,incline_dumbbell_bench_press,,exercise,horizontal_push,maximum_strength,shoulder_capacity,primary,chest;shoulders;triceps,rotator_cuff,dumbbells;bench,gym;home,intermediate,1,1,2,no,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,Use a moderate incline and set the shoulder blades against the pad. Lower dumbbells beside the upper chest under control. Press to a strong finish without losing rib position.,Use a moderate incline and set the shoulder blades against the pad. Lower dumbbells beside the upper chest under control. Press to a strong finish without losing rib position.,Using excessive bench angle. Letting the dumbbells drift too wide. Overarching the low back to finish reps.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: Current chest, shoulder, elbow, or wrist pain that worsens with pressing. Inability to control the bottom position without compensation. The athlete cannot stabilize dumbbells overhead of the chest.",,neutral_grip_dumbbell_bench_press;machine_chest_press,landmine_press;cable_chest_press,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
EXT-045,Linear Repeated-Sprint Protocol,linear_repeated_sprints,,conditioning_modality,repeated_linear_sprinting,repeated_sprint_ability,anaerobic_power;speed_endurance,primary,cardiorespiratory_system;whole_body,trunk;supporting musculature,cones;timer,field;track;court,beginner,3,3,5,no,sets;repetitions;duration_seconds;duration_minutes;distance_m;distance_km;intensity_system;pace;heart_rate_zone;power_watts;recovery_seconds;set_recovery_seconds,"Complete short linear sprints separated by incomplete but prescribed recovery, with full set recovery and a defined output-loss limit.","Fast repeats, controlled set. Hit the line. Stop at the loss limit.",Starting without sprint competence. No output criterion. Turning every conditioning session into RSA.,"Stop for pain, dizziness, chest pain, unusual breathlessness, neurological symptoms, loss of balance, acute illness, unsafe conditions, or clear loss of controlled technique. End the interval set when output falls beyond the prescribed limit or the athlete cannot maintain the intended intensity domain.",,,cod_repeated_sprints,template_required_extension,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-045,Neutral-Grip Dumbbell Bench Press,neutral_grip_dumbbell_bench_press,,exercise,horizontal_push,maximum_strength,,primary,chest;triceps,shoulders;rotator_cuff,dumbbells;bench,gym;home,beginner,1,1,3,no,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,Keep palms facing each other throughout the rep. Track elbows about 30 to 45 degrees from the torso. Finish with arms long without overreaching the shoulders.,Keep palms facing each other throughout the rep. Track elbows about 30 to 45 degrees from the torso. Finish with arms long without overreaching the shoulders.,Letting dumbbells rotate into an unstable grip. Pressing too narrow and losing chest contribution. Shrugging at the top.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: Current chest, shoulder, elbow, or wrist pain that worsens with pressing. Inability to control the bottom position without compensation.",dumbbell_bench_press,,dumbbell_floor_press;machine_chest_press;cable_chest_press,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-046,Barbell Overhead Press,barbell_overhead_press,,exercise,vertical_push,maximum_strength,shoulder_capacity;trunk_force_transfer,primary,shoulders;triceps,traps;trunk,barbell;squat_rack;plates,gym,intermediate,3,1,2,yes,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,Brace ribs down before the press. Press slightly back so the load finishes over mid-foot. Keep forearms vertical and avoid shrugging early.,Brace ribs down before the press. Press slightly back so the load finishes over mid-foot. Keep forearms vertical and avoid shrugging early.,Leaning back to turn the lift into an incline press. Pressing around the head instead of moving the head through. Losing rib and pelvis position near lockout.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: Overhead range is painful or limited. The athlete cannot press without lumbar extension. Recent shoulder irritation is aggravated by vertical pressing.",push_press,dumbbell_shoulder_press;landmine_press;machine_shoulder_press,dumbbell_shoulder_press;landmine_press;machine_shoulder_press,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
EXT-046,COD Repeated-Sprint Protocol,cod_repeated_sprints,,conditioning_modality,repeated_change_of_direction_sprinting,repeated_sprint_ability,change_of_direction;deceleration,primary,cardiorespiratory_system;whole_body,trunk;supporting musculature,cones;timer,field;court,intermediate,4,4,5,no,sets;repetitions;duration_seconds;duration_minutes;distance_m;distance_km;intensity_system;pace;heart_rate_zone;power_watts;recovery_seconds;set_recovery_seconds,"Repeat short sprints containing a previously competent planned turn, using prescribed incomplete recovery and full set recovery.","Sprint, control the turn, reaccelerate. Keep every cut recognizable.",Using unfamiliar cuts. Excessive angles or distance. Ignoring COD and sprint load together.,"Stop for pain, dizziness, chest pain, unusual breathlessness, neurological symptoms, loss of balance, acute illness, unsafe conditions, or clear loss of controlled technique. End the interval set when output falls beyond the prescribed limit or the athlete cannot maintain the intended intensity domain. Requires planned COD competence and a safe surface.",,linear_repeated_sprints,linear_repeated_sprints,template_required_extension,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
REV-047,Dumbbell Shoulder Press,dumbbell_shoulder_press,,exercise,vertical_push,maximum_strength,shoulder_capacity,primary,shoulders;triceps,traps;rotator_cuff,dumbbells,field;gym;home,intermediate,1,1,3,no,sets;repetitions;load_kg;percentage_1rm;effort_rpe;rir;tempo_seconds;recovery_seconds,Start dumbbells near shoulder height with forearms vertical. Brace and press to a balanced overhead finish. Lower under control without crashing into the shoulders.,Start dumbbells near shoulder height with forearms vertical. Brace and press to a balanced overhead finish. Lower under control without crashing into the shoulders.,Letting dumbbells drift forward. Overarching to complete reps. Pressing from wrists that are bent backward.,"Stop or modify if pain, dizziness, numbness, unexpected weakness, loss of balance, or loss of controlled technique occurs. Exercise-specific limits: Overhead range is painful. The athlete cannot stabilize dumbbells above the shoulder.",barbell_overhead_press,machine_shoulder_press;landmine_press,landmine_press;machine_shoulder_press,general,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
EXT-047,Repeated High-Intensity Cluster,repeated_high_intensity_cluster,,conditioning_modality,mixed_repeated_high_intensity,repeated_high_intensity_ability,anaerobic_capacity;local_muscular_endurance,primary,cardiorespiratory_system;whole_body,trunk;supporting musculature,cones;medicine_ball_optional;sled_optional,field;court;gym,beginner,4,3,5,no,sets;repetitions;duration_seconds;duration_minutes;distance_m;distance_km;intensity_system;pace;heart_rate_zone;power_watts;recovery_seconds;set_recovery_seconds,"Repeat a fixed nontechnical cluster of approved locomotor or loaded efforts with defined work, transition, recovery and output criteria.",Same actions every round. Smooth transitions. Stop before technique unravels.,Random circuits. Adding sport skills. Too many exercises or unbounded fatigue.,"Stop for pain, dizziness, chest pain, unusual breathlessness, neurological symptoms, loss of balance, acute illness, unsafe conditions, or clear loss of controlled technique. End the interval set when output falls beyond the prescribed limit or the athlete cannot maintain the intended intensity domain.",,,,template_required_extension,yes,approved,Runlete founder,"Catalogue content and bounded generator selection; not medical diagnosis, rehabilitation or specialist certification"
